night,AsleepUnspecified,Awake,Core,Deep,InBed,REM,TotalSleepHours
2024-12-18,0.83632,0.036554,4.473841,1.355589,8.607721,1.905417,8.571167
2024-12-19,0.817001,0.006795,3.652846,1.106325,7.19049,1.607523,7.183695
2024-12-20,0.619619,0.062304,3.567605,1.420027,7.361665,1.692109,7.299361
2024-12-21,0.971809,0.104925,3.48515,1.0866,7.048781,1.400297,6.943856
2024-12-22,0.791007,0.253483,3.781788,1.303883,7.707139,1.576979,7.453656
2024-12-23,0.0,0.610689,4.081012,1.349793,7.631119,1.623342,7.054147
2024-12-24,1.023189,0.24092,3.618615,0.914644,7.400686,1.603319,7.159766
2024-12-25,0.867257,0.264945,3.946889,1.152253,8.119083,1.887739,7.854138
2024-12-26,0.358966,0.205232,4.270182,1.246641,7.663335,1.582313,7.458102
2024-12-27,0.459807,0.526821,3.58128,1.216912,7.435662,1.650842,6.908841
2024-12-28,0.389185,0.092745,4.033001,0.989929,7.124891,1.62003,7.032146
2024-12-29,0.186786,0.298914,3.920995,1.189224,7.156665,1.560747,6.857751
2024-12-30,1.506439,0.074192,3.992376,1.182141,8.683549,1.928401,8.609357
2024-12-31,1.125043,0.396687,3.876606,1.015425,8.179294,1.765533,7.782607
2025-01-01,0.970278,0.356807,3.698864,1.018624,7.563232,1.518659,7.206425
2025-01-02,0.595761,0.360118,4.734413,1.231839,8.756197,1.834067,8.39608
2025-01-03,1.349579,0.370726,3.345866,1.098337,7.90017,1.735662,7.529444
2025-01-04,0.647814,0.183367,3.921362,1.155125,7.644254,1.736585,7.460886
2025-01-05,0.528351,0.317516,3.640203,1.133204,7.231631,1.612357,6.914115
2025-01-06,1.037999,0.187107,3.687882,1.253135,7.765164,1.59904,7.578057
2025-01-07,1.141756,0.36066,3.634683,1.164178,8.016397,1.715121,7.655737
2025-01-08,1.048637,0.186513,4.097516,1.17638,8.206505,1.697459,8.019992
2025-01-09,0.666719,0.030525,3.612545,1.011977,6.793331,1.471564,6.762806
2025-01-10,0.777085,0.113207,3.61456,1.023491,7.156243,1.6279,7.043037
2025-01-11,1.137651,0.289505,2.316915,0.860184,5.834875,1.230619,5.54537
2025-01-12,1.208481,0.062139,2.403926,0.914111,5.896783,1.308127,5.834645
2025-01-13,0.653368,0.041342,4.367265,1.223507,7.971391,1.685908,7.930049
2025-01-14,1.236327,0.052524,4.303534,1.106878,8.557961,1.858697,8.505437
2025-01-15,1.173045,0.128633,3.244731,1.14027,7.224104,1.537425,7.095472
2025-01-16,0.555832,0.45468,4.124496,1.445971,8.48115,1.90017,8.02647
2025-01-17,0.633174,0.452286,3.88086,1.168985,7.838758,1.703453,7.386472
2025-01-18,0.865315,0.259463,2.959316,0.872306,6.564169,1.607769,6.304706
2025-01-19,0.612565,0.032479,3.408245,0.954716,6.442485,1.43448,6.410006
2025-01-20,0.83743,0.066161,3.30977,0.936124,6.52338,1.373895,6.457219
2025-01-21,0.321609,0.675056,4.237734,1.121752,8.064776,1.708625,7.38972
2025-01-23,1.186309,0.076527,2.795999,1.084018,6.762245,1.619392,6.685717
2025-01-24,1.036098,0.048173,3.655849,1.159288,7.476445,1.577036,7.428272
2025-01-25,1.420932,0.014069,3.446017,1.202008,7.721771,1.638746,7.707702
2025-01-26,0.04947,0.121379,2.41742,0.703192,4.358585,1.067124,4.237206
2025-01-27,0.922802,0.009565,3.987308,0.998451,7.631593,1.713467,7.622028
2025-01-28,1.324252,0.166858,2.907588,0.964165,6.928223,1.565359,6.761365
2025-01-29,1.338674,0.037239,3.815531,1.003987,7.783378,1.587947,7.746139
2025-01-30,0.314015,0.39708,3.854975,1.047634,7.166241,1.552538,6.769162
2025-01-31,0.806322,0.178212,4.523265,1.332665,8.79337,1.952906,8.615158
2025-02-01,1.224587,0.261137,4.385494,1.219809,9.022439,1.931412,8.761302
2025-02-02,1.071884,0.119613,3.92697,1.316303,8.236414,1.801645,8.116801
2025-02-03,0.69004,0.281704,2.92453,0.860851,5.961111,1.203986,5.679407
2025-02-04,0.259668,0.340237,3.480571,0.895964,6.377516,1.401076,6.037279
2025-02-05,0.810778,0.189391,3.677701,1.152842,7.370228,1.539515,7.180837
2025-02-06,1.1768,0.157706,3.933772,1.13886,8.335583,1.928445,8.177877
2025-02-07,0.871784,0.178443,4.221457,1.394857,8.518996,1.852454,8.340553
2025-02-08,0.201231,0.107814,4.655541,1.060234,7.698296,1.673477,7.590482
2025-02-09,1.089007,0.094227,3.396909,1.144403,7.317198,1.592652,7.222971
2025-02-10,0.907006,0.09084,4.763449,1.531339,9.361373,2.068738,9.270533
2025-02-11,0.682438,0.124875,3.023156,0.934194,6.113232,1.348569,5.988357
2025-02-12,0.0,0.157495,3.866223,0.77184,5.606006,1.310821,5.948884
2025-02-13,1.355013,0.395773,2.505937,0.977537,6.705454,1.471195,6.309681
2025-02-14,0.883796,0.021226,3.635991,1.101585,7.230492,1.587894,7.209266
2025-02-15,1.115641,0.016935,3.962324,1.177784,8.094446,1.821762,8.077511
2025-02-16,1.154226,0.389806,4.018562,1.209451,8.750659,1.978613,8.360853
2025-02-17,1.170972,0.259003,4.452347,1.428952,9.251136,1.939861,8.992133
2025-02-18,0.56015,0.171964,4.28185,1.288495,7.865763,1.563304,7.693799
2025-02-19,0.839534,0.131764,2.585163,1.013133,5.80291,1.233315,5.671146
2025-02-20,1.087787,0.158385,2.910769,1.04634,6.820064,1.616782,6.661679
2025-02-21,0.802114,0.083381,2.788453,0.93112,5.980211,1.375144,5.89683
2025-02-22,1.063202,0.182379,3.231348,1.025557,7.043065,1.540579,6.860686
2025-02-23,1.364048,0.030411,4.249063,1.195967,8.917832,2.078342,8.887421
2025-02-24,0.545234,0.282509,4.219489,1.202593,7.937823,1.687998,7.655314
2025-02-25,0.360518,0.381352,4.213122,1.127242,7.698888,1.616655,7.317536
2025-02-26,1.106586,0.02591,5.090874,1.594984,10.077054,2.2587,10.051144
2025-02-27,0.644458,0.469618,2.029126,0.73734,4.696184,0.815643,4.226566
2025-02-28,0.513196,0.166396,4.346086,1.345831,8.333279,1.96177,8.166883
2025-03-01,0.802727,0.058525,3.717081,1.077257,7.36538,1.70979,7.306855
2025-03-02,1.049341,0.280791,4.32448,1.229036,8.824088,1.94044,8.543297
2025-03-03,0.829832,0.032878,3.292673,1.092156,6.654568,1.407029,6.62169
2025-03-04,0.780397,0.057732,4.042366,1.157442,7.744383,1.706446,7.686651
2025-03-05,0.621397,0.009116,4.606119,1.165855,8.389554,1.987067,8.380438
2025-03-06,0.239925,0.069719,4.19656,1.050485,7.196512,1.639823,7.126793
2025-03-07,0.404538,0.213555,4.218284,1.103676,7.572627,1.632574,7.359072
2025-03-08,0.482585,0.036568,3.869606,0.992748,7.019223,1.637716,6.982655
2025-03-10,0.369411,0.499726,3.742189,1.075482,7.283999,1.597191,6.784272
2025-03-11,0.431407,0.083981,3.012896,0.859696,5.790774,1.402794,5.706792
2025-03-12,0.98438,0.190235,4.162992,1.116867,8.118068,1.663595,7.927834
2025-03-13,0.597941,0.062822,2.368805,0.918301,5.012543,1.064675,4.949721
2025-03-14,1.367528,0.015368,2.678119,1.06212,6.379103,1.255968,6.363735
2025-03-15,0.569348,0.390888,4.13961,1.016968,7.747271,1.630458,7.356384
2025-03-16,0.767604,0.17079,4.516457,1.245248,8.713179,2.013079,8.542389
2025-03-17,0.960944,0.007518,3.175885,1.018615,6.59984,1.436877,6.592322
2025-03-18,1.65507,0.035883,3.760546,1.116417,8.438957,1.87104,8.403074
2025-03-19,0.680167,0.012119,2.871835,0.854516,5.731943,1.313306,5.719824
2025-03-20,1.305987,0.295816,3.94476,1.355189,8.677001,1.775248,8.381185
2025-03-21,0.693539,0.46331,2.967022,1.07744,6.661638,1.460328,6.198328
2025-03-22,1.364187,0.032124,3.411228,1.093005,7.486497,1.585952,7.454373
2025-03-23,1.550852,0.046171,3.912223,1.243817,8.829794,2.076731,8.783623
2025-03-24,1.291541,0.025813,3.716918,1.074274,7.719072,1.610526,7.693259
2025-03-25,1.440644,0.04277,5.058721,1.347699,10.268374,2.378539,10.225604
2025-03-26,0.711091,0.119332,3.485482,0.96034,6.566881,1.290636,6.447549
2025-03-27,0.72552,0.07782,4.881316,1.249235,8.995572,2.061681,8.917752
2025-03-28,0.718918,0.15243,3.656992,1.015037,7.075402,1.532025,6.922972
2025-03-29,0.50436,0.332363,3.53896,1.018273,6.656702,1.262746,6.324339
2025-03-30,0.58381,0.166615,4.027571,1.060779,7.520121,1.681347,7.353506
2025-03-31,0.79468,0.865456,4.428073,1.341979,9.45306,2.022872,8.587604
2025-04-01,1.13072,0.070219,3.496088,1.186624,7.629998,1.746347,7.55978
2025-04-02,0.302112,0.408206,4.528794,1.357291,8.495168,1.898764,8.086961
2025-04-03,1.359065,0.050989,4.425845,1.52134,9.423513,2.066276,9.372525
2025-04-04,1.277887,0.09351,3.308426,1.035896,7.215211,1.499491,7.121701
2025-04-05,0.989323,0.168657,3.403713,1.067339,7.051092,1.42206,6.882435
2025-04-06,0.363241,0.114665,3.67364,1.027911,6.702562,1.523105,6.587897
2025-04-07,0.566838,0.036003,3.724267,1.089778,6.925513,1.508627,6.889511
2025-04-09,0.757011,0.021086,4.260099,1.223446,8.112641,1.850998,8.091554
2025-04-10,0.575481,0.222135,3.691583,1.188151,7.301725,1.624376,7.07959
2025-04-11,0.423563,0.025567,3.754126,1.077358,6.928549,1.647935,6.902982
2025-04-12,1.253656,0.002988,4.165453,1.331089,8.676979,1.923793,8.673991
2025-04-13,1.081401,0.195859,3.721869,0.96663,7.545629,1.57987,7.34977
2025-04-14,1.395686,0.048844,4.393337,1.408329,9.409297,2.163101,9.360453
2025-04-15,1.058222,0.101485,3.469726,1.134179,7.20666,1.443048,7.105175
2025-04-16,0.302684,0.452134,2.688342,0.769684,5.382828,1.169984,4.930695
2025-04-17,1.137192,0.129971,4.386283,1.455427,9.186651,2.077778,9.056681
2025-04-18,0.558391,0.052517,3.240878,0.965736,6.213019,1.395498,6.160502
2025-04-19,0.932732,0.166741,3.615376,1.198431,7.471419,1.558139,7.304678
2025-04-20,1.144799,0.107595,3.233401,1.123003,7.132071,1.523273,7.024476
2025-04-21,0.553559,0.392549,3.293121,0.955043,6.606751,1.412479,6.214202
2025-04-22,0.454385,0.255921,3.795518,1.085972,6.993666,1.401871,6.737745
2025-04-23,0.202145,0.615892,4.34646,1.303199,8.382986,1.91529,7.767095
2025-04-24,0.628023,0.120667,3.772038,1.077141,7.035528,1.437659,6.914861
2025-04-25,1.014152,0.077357,3.483138,1.047845,7.231877,1.609384,7.15452
2025-04-26,0.151407,0.497835,3.332283,0.949136,6.435534,1.504873,5.937699
2025-04-27,1.003614,0.022669,3.27305,1.02203,6.807185,1.485823,6.784517
2025-04-28,0.0,0.586706,3.146524,0.939092,5.914438,1.252067,5.337682
2025-04-29,1.051869,0.016683,3.889508,1.29245,7.878884,1.628374,7.8622
2025-04-30,0.079969,0.407756,4.291699,1.136796,7.661116,1.744896,7.25336
2025-05-01,0.97865,0.195788,4.02643,1.197397,8.252848,1.854583,8.057061
2025-05-02,0.717784,0.17204,3.682533,1.055529,7.144203,1.516318,6.972164
2025-05-03,0.76794,0.074001,3.849204,0.949843,7.446415,1.805426,7.372414
2025-05-04,1.08509,0.156853,4.123131,1.408936,8.697095,1.923086,8.540242
2025-05-05,0.612262,0.088545,4.189386,1.205373,7.687709,1.592143,7.599164
2025-05-06,0.574182,0.817769,4.503699,1.361911,9.220265,1.962705,8.402496
2025-05-07,0.845006,0.282934,3.271819,1.167855,7.001402,1.433788,6.718468
2025-05-08,1.091137,0.166225,4.451902,1.228963,8.877548,1.93932,8.711322
2025-05-09,0.42717,0.111843,4.34295,1.238209,7.866728,1.746555,7.754885
2025-05-10,1.014771,0.633159,2.954528,0.953372,7.095325,1.539495,6.462166
2025-05-11,0.623346,0.288972,3.721766,1.052427,7.294707,1.608197,7.005736
2025-05-12,0.726069,0.167028,3.535933,1.134716,6.985357,1.421611,6.818329
2025-05-13,0.351136,0.378189,3.00567,0.811831,5.788512,1.241685,5.410323
2025-05-14,0.751789,0.215409,3.381329,1.092336,7.034127,1.593264,6.818718
2025-05-15,0.437788,0.070503,3.717745,1.073673,6.856686,1.556977,6.786183
2025-05-16,0.656743,0.343026,3.734115,1.025988,7.478599,1.718727,7.135573
2025-05-17,0.818165,0.285421,3.481513,1.175778,7.448471,1.687593,7.16305
2025-05-18,0.681709,0.903331,4.544613,1.443117,9.743244,2.170474,8.839913
2025-05-19,1.637132,0.024107,4.669997,1.373081,9.78026,2.075944,9.756153
2025-05-20,1.030242,0.382428,4.148362,1.2232,8.721424,1.937191,8.338995
2025-05-21,0.818035,0.209108,3.870643,1.128262,7.591926,1.565879,7.382818
2025-05-24,1.27949,0.223799,3.058752,0.944927,7.056177,1.549208,6.832378
2025-05-25,1.089258,0.19787,3.443022,1.060174,7.316169,1.525844,7.118299
2025-05-26,0.836644,0.279846,3.04612,1.121768,6.807465,1.523086,6.527619
2025-05-27,1.040739,0.186042,2.648432,0.903856,6.133514,1.354445,5.947472
2025-05-28,0.903093,0.106688,3.429661,1.090898,7.189758,1.659418,7.08307
2025-05-29,0.459475,0.113756,4.566084,1.296656,8.499285,2.063314,8.385529
2025-05-30,0.362519,0.035256,3.142734,1.007742,5.808039,1.259788,5.772783
2025-05-31,0.208567,0.287674,3.506897,0.911669,6.331988,1.417181,6.044314
2025-06-01,0.343498,0.142263,3.137778,0.909907,5.674194,1.140748,5.531931
2025-06-02,1.749592,0.079604,2.654044,0.991444,7.049845,1.57516,6.970241
2025-06-03,1.40011,0.017188,4.475126,1.139834,8.996757,1.964498,8.979568
2025-06-04,0.948583,0.692277,3.678706,1.221438,8.234749,1.693744,7.542471
2025-06-05,0.056071,0.701823,3.814595,1.064479,7.204312,1.567344,6.502489
2025-06-06,0.518491,0.181173,4.306821,1.371232,8.193752,1.816035,8.012579
2025-06-07,0.285003,0.021019,5.163421,1.472644,8.849824,1.907738,8.828805
2025-06-08,0.92936,0.025396,3.512691,1.192595,7.093473,1.43343,7.068077
2025-06-09,0.202219,0.183995,3.614575,1.119985,6.497454,1.37668,6.313459
2025-06-10,1.600497,0.289729,2.88554,0.918034,7.232239,1.538438,6.94251
2025-06-11,0.89885,0.105641,3.447393,1.051784,7.033551,1.529882,6.92791
2025-06-12,0.559848,0.182846,2.850618,0.871606,5.825773,1.360854,5.642926
2025-06-13,0.990826,0.196522,3.986916,1.033946,8.06284,1.85463,7.866318
2025-06-14,1.090609,0.227684,3.235738,1.208515,7.54033,1.777784,7.312646
2025-06-15,1.574403,0.041694,3.97277,1.255304,8.631458,1.787286,8.589764
2025-06-17,1.068464,0.044872,3.957502,1.219094,7.954704,1.664771,7.909832
2025-06-18,0.421166,0.428087,3.65901,1.086615,7.17538,1.580502,6.747293
2025-06-19,0.761842,0.315229,3.284822,1.012624,6.749373,1.374855,6.434144
2025-06-20,0.308763,0.125847,3.458256,1.060346,6.222563,1.269352,6.096717
2025-06-21,0.995358,0.058252,3.810262,1.280082,7.918515,1.774561,7.860262
2025-06-22,0.588055,0.031399,3.076231,0.963202,6.039698,1.380811,6.008299
2025-06-23,0.389965,0.18765,3.754667,0.974226,6.817925,1.511417,6.630275
2025-06-24,0.553499,0.010289,3.835172,1.133703,7.042315,1.509653,7.032026
2025-06-25,0.988652,0.013212,2.783051,0.931907,6.080567,1.363745,6.067355
2025-06-26,1.009881,0.138932,4.235596,1.335285,8.433067,1.713373,8.294135
2025-06-27,0.14921,0.607523,2.973882,0.881075,6.075234,1.463544,5.467711
2025-06-28,0.512613,0.35145,3.999756,1.268699,7.899997,1.767479,7.548547
2025-06-29,0.59989,0.27231,3.292099,0.803781,6.39025,1.42217,6.11794
2025-06-30,0.794576,0.04815,2.787247,0.972522,5.935026,1.332531,5.886876
2025-07-01,0.48236,0.762399,3.553312,1.092964,7.680305,1.78927,6.917906
2025-07-02,1.05853,0.122782,3.33748,1.201103,7.384812,1.664917,7.26203
2025-07-03,1.323446,0.058097,3.767823,1.264121,8.322573,1.909087,8.264476
2025-07-04,0.521808,0.357772,2.652453,0.757859,5.427865,1.137974,5.070093
2025-07-05,0.646987,0.237466,3.745007,1.116439,7.366721,1.620823,7.129255
2025-07-06,0.960977,0.051322,4.016062,1.088628,7.795195,1.678205,7.743873
2025-07-07,0.354582,0.581197,2.725758,0.924047,5.811966,1.226381,5.230769
2025-07-08,1.00051,0.160294,2.996192,0.926645,6.481195,1.397554,6.320901
2025-07-09,0.726482,0.228836,4.612961,1.178834,8.524774,1.777661,8.295938
2025-07-10,0.986905,0.354555,3.100997,0.999822,6.952808,1.510529,6.598253
2025-07-11,0.686755,0.051306,3.541607,0.936854,6.671819,1.455298,6.620513
2025-07-12,0.824627,0.015413,3.642825,0.953824,6.930649,1.493959,6.915235
2025-07-13,0.003949,0.328718,4.644099,1.268902,8.055742,1.810074,7.727025
2025-07-15,0.0,0.629752,3.598541,0.904278,6.297516,1.451217,5.954036
2025-07-16,0.598921,0.858888,4.503629,1.225617,8.958433,1.771378,8.099545
2025-07-17,0.632735,0.10351,3.500318,1.080918,6.919225,1.601744,6.815715
2025-07-19,0.70687,0.011039,3.284707,0.999565,6.300796,1.298615,6.289757
2025-07-20,1.086655,0.058936,3.542214,1.288591,7.755977,1.779581,7.697041
2025-07-21,1.070659,0.186063,3.448296,1.060194,7.363578,1.598365,7.177515
2025-07-22,1.032249,0.068331,4.328305,1.153466,8.434655,1.852305,8.366324
2025-07-23,0.0,0.426273,4.765059,1.326665,8.136553,1.903164,7.994888
2025-07-24,0.456823,0.097465,3.629833,1.082761,6.782147,1.515265,6.684682
2025-07-25,0.322657,0.684193,3.68511,0.99398,7.312942,1.627002,6.628749
2025-07-26,0.376306,0.098154,3.204621,0.871824,5.78107,1.230164,5.682916
2025-07-27,0.991617,0.046772,4.258452,1.157685,8.18826,1.733734,8.141488
2025-07-28,0.747701,0.098093,3.817081,1.165193,7.55991,1.731842,7.461816
2025-07-29,0.0,0.064973,4.006735,1.2421,6.932553,1.671656,6.920491
2025-07-30,0.585285,0.185089,2.394269,0.753737,5.156961,1.238581,4.971872
2025-07-31,1.04933,0.017047,3.016844,1.016936,6.610155,1.509998,6.593108
2025-08-01,0.672369,0.564815,3.635561,1.248849,7.891881,1.770287,7.327066
2025-08-02,0.849834,0.171186,2.979371,1.03325,6.429334,1.395693,6.258147
2025-08-03,0.713002,0.25373,3.503623,1.058344,7.013369,1.48467,6.759639
2025-08-04,0.692048,0.103513,4.353771,1.403323,8.345273,1.792618,8.24176
2025-08-05,1.219777,0.236439,2.71567,0.928518,6.487314,1.386911,6.250875
2025-08-06,1.048275,0.068681,3.035695,0.908908,6.307027,1.245467,6.238345
2025-08-07,0.936543,0.221067,4.524248,1.406261,8.933625,1.845507,8.712558
2025-08-08,0.748181,0.077502,2.539232,0.874825,5.501655,1.261915,5.424153
2025-08-09,0.736454,0.069727,3.484435,1.155111,6.902619,1.456893,6.832892
2025-08-10,0.357605,0.101318,3.571765,1.09005,6.652373,1.531635,6.551055
2025-08-11,0.910612,0.229617,4.173957,1.141079,8.322989,1.867723,8.093371
2025-08-12,0.597177,0.256139,4.70365,1.492827,9.044841,1.995048,8.788703
2025-08-13,0.979673,0.280911,3.796193,0.991363,7.745499,1.697359,7.464588
2025-08-14,1.405805,0.034452,3.839793,1.002973,8.004365,1.721343,7.969913
2025-08-15,0.215818,0.248877,4.654981,1.230136,8.118556,1.768744,7.869679
2025-08-16,0.435724,0.333682,3.371913,1.045837,6.671706,1.48455,6.338025
2025-08-17,0.510322,0.198039,3.055113,0.792114,5.728103,1.172516,5.530064
2025-08-18,1.004773,0.513248,3.134122,1.139418,7.277425,1.485865,6.764177
2025-08-19,0.246077,0.450208,4.727294,1.121369,8.385577,1.840629,7.935369
2025-08-20,1.236469,0.005739,3.752071,1.11326,7.715669,1.608131,7.70993
2025-08-21,0.850722,0.047994,4.381692,1.364956,8.487862,1.842498,8.439868
2025-08-22,0.966518,0.286824,3.617521,1.363704,7.858918,1.62435,7.572094
2025-08-23,0.95461,0.252959,4.102247,1.118015,8.09909,1.671258,7.84613
2025-08-24,1.544676,0.03927,3.188857,0.813356,7.06115,1.474992,7.02188
2025-08-25,0.359491,0.029277,4.172909,1.175265,7.386343,1.649402,7.357066
2025-08-26,1.292389,0.069267,4.513045,1.125587,8.905648,1.905359,8.836381
2025-08-27,0.758833,0.224188,3.999222,1.20175,8.062911,1.878918,7.838723
2025-08-28,0.539471,0.339747,3.441106,0.996184,6.828692,1.512186,6.488946
2025-08-29,0.934617,0.067754,3.036567,1.26235,6.746883,1.445595,6.679129
2025-08-30,1.115561,0.031764,3.572034,1.13034,7.220387,1.370689,7.188624
2025-08-31,1.348582,0.08692,3.601274,1.088104,7.824346,1.699466,7.737426
2025-09-01,0.869404,0.502296,2.603361,1.047789,6.306624,1.283773,5.804328
2025-09-02,0.909151,0.121398,3.194978,1.055382,6.885056,1.604147,6.763658
2025-09-03,0.881692,0.050994,2.765792,0.868546,5.767505,1.200481,5.716512
2025-09-04,0.505627,0.322213,4.105248,1.026847,7.577079,1.617144,7.254866
2025-09-05,0.664541,0.146831,2.95277,0.929335,6.00681,1.313334,5.859979
2025-09-06,1.105811,0.175865,4.544667,1.24979,9.019336,1.943204,8.843472
2025-09-07,0.397755,0.635684,4.176937,1.15489,8.140027,1.77476,7.504343
2025-09-08,0.678261,0.281416,4.839961,1.209399,9.008919,1.999882,8.727503
2025-09-09,0.0,0.614335,4.309616,0.902906,6.870766,1.424913,6.637436
2025-09-10,0.339048,0.136164,4.501838,1.07642,7.733595,1.680125,7.597431
2025-09-11,0.481258,0.170867,3.752388,1.102061,7.165396,1.658822,6.994529
2025-09-12,0.116192,0.779173,3.9601,1.217673,7.791733,1.718595,7.012559
2025-09-13,0.573407,0.011519,4.108684,1.27652,7.499392,1.529262,7.487873
2025-09-14,0.643925,0.111921,3.715269,1.145298,7.189029,1.572616,7.077108
2025-09-15,1.632898,0.120333,3.376122,1.378218,8.3965,1.888928,8.276166
2025-09-16,0.213154,0.163311,2.848406,0.943254,5.438595,1.270469,5.275283
2025-09-17,1.148071,0.003704,3.237802,1.140613,6.967164,1.436973,6.96346
2025-09-18,0.895676,0.431647,2.971884,0.841903,6.606184,1.465074,6.174536
2025-09-19,1.15563,0.109208,4.275288,1.148651,8.661503,1.972726,8.552295
2025-09-20,0.441677,0.195812,3.665421,1.215404,7.021446,1.503131,6.825634
2025-09-21,0.246864,0.806438,4.151373,1.189047,8.299068,1.905345,7.49263
2025-09-22,1.357823,0.01958,3.783487,1.209115,8.028036,1.658031,8.008456
2025-09-23,0.710332,0.478705,4.014275,1.184312,8.18589,1.798266,7.707185
2025-09-24,0.899053,0.091285,3.998622,1.29003,8.091091,1.812099,7.999805
2025-09-26,1.159428,0.039947,3.496831,1.298336,7.763974,1.769433,7.724028
2025-09-27,0.375401,0.756049,4.371066,1.041502,8.501831,1.957812,7.745782
2025-09-28,0.501812,0.058809,4.601075,1.151435,8.040384,1.727252,7.981575
2025-09-29,1.074691,0.117449,2.668705,1.009936,6.448469,1.577688,6.331019
2025-09-30,0.149574,0.366047,3.983925,1.127412,7.227846,1.600887,6.861798
2025-10-01,0.507185,0.146093,3.357737,0.998536,6.426949,1.417399,6.280856
2025-10-02,0.981347,0.006604,3.51049,0.88561,6.965472,1.581421,6.958868
2025-10-03,0.694449,0.729437,3.98713,1.165783,8.368229,1.79143,7.638792
2025-10-04,0.420989,0.224442,5.004473,1.450478,9.115492,2.015109,8.89105
2025-10-05,0.594353,0.196378,3.710591,1.150589,7.252358,1.600446,7.05598
2025-10-06,0.92999,0.037184,4.378523,1.269506,8.488639,1.873435,8.451454
2025-10-07,0.692965,0.088039,3.471755,0.84894,6.499181,1.397482,6.411141
2025-10-08,1.162621,0.071743,3.550495,0.958873,7.344731,1.600998,7.272988
2025-10-09,0.310784,0.479469,4.406878,1.104981,8.24052,1.938408,7.761051
2025-10-10,1.058985,0.114699,3.314654,0.959322,6.989913,1.542254,6.875214
2025-10-11,0.519765,0.046139,2.80211,0.873401,5.443114,1.201699,5.396975
2025-10-12,0.549069,0.045249,3.314752,1.159076,6.55513,1.486983,6.509881
2025-10-13,0.496495,0.792241,3.606558,1.365136,7.922405,1.661975,7.130165
2025-10-14,1.112589,0.188706,2.909837,1.01411,6.703519,1.478278,6.514813
2025-10-15,0.779133,0.012869,3.616635,0.882033,6.709233,1.418563,6.696364
2025-10-16,1.020292,0.020863,3.469664,1.249235,7.61846,1.858406,7.597597
2025-10-17,0.968928,0.236057,3.517993,1.131735,7.37041,1.515698,7.134354
2025-10-18,0.801454,0.265016,2.398334,0.780173,5.497857,1.25288,5.232841
2025-10-19,1.043226,0.009404,2.701845,0.781213,5.808298,1.27261,5.798895
2025-10-20,0.838486,0.547173,3.348372,1.083787,7.51828,1.700463,6.971107
2025-10-21,0.245104,0.379392,3.375765,1.200439,6.871669,1.67097,6.492277
2025-10-22,0.0,0.348524,2.703489,1.092499,5.338639,1.212808,5.008796
2025-10-23,0.408692,0.386668,4.071788,1.136683,7.718093,1.714261,7.331424
2025-10-24,1.061495,0.218771,3.39647,0.867494,7.068279,1.524049,6.849508
2025-10-25,1.303586,0.053335,2.680465,0.961245,6.503248,1.504617,6.449914
2025-10-26,0.691814,0.004995,3.553094,1.160818,6.910493,1.499773,6.905498
2025-10-27,0.809321,0.037212,4.560659,1.165567,8.554892,1.982133,8.51768
2025-10-28,1.422946,0.06948,4.592743,1.19478,9.260831,1.980882,9.191351
